Subj,Cond,Block,Trial,Order,!Code,Resp,Name,Stim,RT,Correct,
8768,1,1,1,1,e,57,SPACE,Inst,18484,TRUE,
8768,1,1,2,13,gg,44,Z,Wendy,997,FALSE,
8768,1,1,3,45,gg,53,/,Emma,1163,TRUE,
8768,1,1,4,30,gg,44,Z,Bella,463,FALSE,
8768,1,1,5,61,gg,53,/,Sarah,569,TRUE,
8768,1,1,6,53,gg,53,/,Diana,590,TRUE,
8768,1,1,7,11,gg,53,/,Gabriella,822,TRUE,
8768,1,1,8,87,gg,53,/,Claire,603,TRUE,
8768,1,1,9,52,gg,53,/,Stephanie,949,TRUE,
8768,1,1,10,88,gg,53,/,Carmen,787,TRUE,
8768,1,1,11,28,gg,44,Z,Charlotte,826,FALSE,
8768,1,1,12,21,gg,44,Z,Mary,1882,FALSE,
8768,1,1,13,40,gg,53,/,Grace,1069,TRUE,
8768,1,1,14,44,gg,53,/,Hailey,1029,TRUE,
8768,1,1,15,22,gg,53,/,Rachel,950,TRUE,
8768,1,1,16,56,gg,53,/,Heather,707,TRUE,
8768,1,1,17,43,gg,53,/,Alice,715,TRUE,
8768,1,1,18,4,gg,44,Z,Lillian,818,FALSE,
8768,1,1,19,83,gg,53,/,Jill,1154,TRUE,
8768,1,1,20,38,gg,53,/,Amelia,721,TRUE,
8768,1,1,21,57,gg,53,/,Nicole,670,TRUE,
8768,1,1,22,34,gg,44,Z,Joy,771,FALSE,
8768,1,1,23,9,gg,44,Z,Paula,1077,FALSE,
8768,1,1,24,20,gg,53,/,Daniella,706,TRUE,
8768,1,1,25,58,gg,53,/,Samantha,771,TRUE,
8768,1,1,26,46,gb,44,Z,Adam,748,TRUE,
8768,1,1,27,42,gb,44,Z,Andrew,695,TRUE,
8768,1,1,28,86,gb,44,Z,William,828,TRUE,
8768,1,1,29,2,gb,44,Z,Charles,7088,TRUE,
8768,1,1,30,60,gb,44,Z,Ethan,719,TRUE,
8768,1,1,31,27,gb,53,/,Peter,1644,FALSE,
8768,1,1,32,74,gb,44,Z,Mike,802,TRUE,
8768,1,1,33,10,gb,44,Z,Cameron,1523,TRUE,
8768,1,1,34,96,gb,44,Z,Josh,638,TRUE,
8768,1,1,35,73,gb,44,Z,Edward,860,TRUE,
8768,1,1,36,92,gb,44,Z,Bobby,1259,TRUE,
8768,1,1,37,51,gb,44,Z,Simon,664,TRUE,
8768,1,1,38,59,gb,44,Z,Erik,691,TRUE,
8768,1,1,39,32,gb,53,/,Christian,676,FALSE,
8768,1,1,40,24,gb,44,Z,Marc,785,TRUE,
8768,1,1,41,91,gb,44,Z,John,604,TRUE,
8768,1,1,42,48,gb,44,Z,Lucas,616,TRUE,
8768,1,1,43,67,gb,44,Z,Lance,1440,TRUE,
8768,1,1,44,80,gb,53,/,Oliver,615,FALSE,
8768,1,1,45,97,gb,53,/,Alexander,564,FALSE,
8768,1,1,46,47,gb,53,/,Liam,749,FALSE,
8768,1,1,47,26,gb,44,Z,Ryan,598,TRUE,
8768,1,1,48,76,gb,44,Z,Nathan,1907,TRUE,
