Subj,Cond,Block,Trial,Order,!Code,Resp,Name,Stim,RT,Correct,
8762,1,1,1,1,e,57,SPACE,Inst,11091,TRUE,
8762,1,1,2,53,gg,53,/,Brianna,1237,TRUE,
8762,1,1,3,93,gg,53,/,Bella,586,TRUE,
8762,1,1,4,49,gg,53,/,Olivia,613,TRUE,
8762,1,1,5,69,gg,44,Z,Jill,797,FALSE,
8762,1,1,6,81,gg,53,/,Gabriella,577,TRUE,
8762,1,1,7,52,gg,53,/,Lillian,924,TRUE,
8762,1,1,8,84,gg,53,/,Victoria,579,TRUE,
8762,1,1,9,79,gg,53,/,Kaylee,1075,TRUE,
8762,1,1,10,43,gg,53,/,Paula,955,TRUE,
8762,1,1,11,33,gg,53,/,Natalie,566,TRUE,
8762,1,1,12,38,gg,53,/,Anna,578,TRUE,
8762,1,1,13,13,gg,53,/,Carmen,681,TRUE,
8762,1,1,14,56,gg,53,/,Tiffany,575,TRUE,
8762,1,1,15,37,gg,53,/,Nicole,660,TRUE,
8762,1,1,16,88,gg,53,/,Joanne,465,TRUE,
8762,1,1,17,9,gg,53,/,Grace,556,TRUE,
8762,1,1,18,72,gg,53,/,Tamara,749,TRUE,
8762,1,1,19,31,gg,53,/,Alyssa,606,TRUE,
8762,1,1,20,87,gg,53,/,Rihanna,610,TRUE,
8762,1,1,21,22,gg,53,/,Eve,636,TRUE,
8762,1,1,22,64,gg,53,/,Lucy,583,TRUE,
8762,1,1,23,78,gg,53,/,Emma,611,TRUE,
8762,1,1,24,34,gg,53,/,Erica,815,TRUE,
8762,1,1,25,51,gg,53,/,Wendy,614,TRUE,
8762,1,1,26,3,gb,53,/,Ethan,954,FALSE,
8762,1,1,27,18,gb,44,Z,Isaac,859,TRUE,
8762,1,1,28,97,gb,53,/,Liam,521,FALSE,
8762,1,1,29,21,gb,44,Z,John,621,TRUE,
8762,1,1,30,20,gb,44,Z,Jack,739,TRUE,
8762,1,1,31,62,gb,44,Z,Anthony,643,TRUE,
8762,1,1,32,26,gb,44,Z,Michael,1485,TRUE,
8762,1,1,33,4,gb,44,Z,Nathan,996,TRUE,
8762,1,1,34,89,gb,44,Z,Simon,661,TRUE,
8762,1,1,35,50,gb,44,Z,Kyle,1316,TRUE,
8762,1,1,36,63,gb,44,Z,Harold,833,TRUE,
8762,1,1,37,25,gb,44,Z,William,632,TRUE,
8762,1,1,38,74,gb,53,/,Stephen,499,FALSE,
8762,1,1,39,54,gb,44,Z,Josh,707,TRUE,
8762,1,1,40,85,gb,44,Z,Richard,588,TRUE,
8762,1,1,41,17,gb,44,Z,Lucas,797,TRUE,
8762,1,1,42,8,gb,44,Z,Edward,755,TRUE,
8762,1,1,43,94,gb,53,/,Adam,1001,FALSE,
8762,1,1,44,65,gb,44,Z,Nicholas,750,TRUE,
8762,1,1,45,29,gb,44,Z,Charles,687,TRUE,
8762,1,1,46,12,gb,44,Z,Paul,627,TRUE,
8762,1,1,47,76,gb,44,Z,Clark,790,TRUE,
8762,1,1,48,15,gb,44,Z,Carl,757,TRUE,
8762,1,1,49,91,gb,44,Z,Erik,912,TRUE,
8762,1,1,52,59,bg,53,/,Rachel,1058,TRUE,
8762,1,1,53,47,bg,44,Z,Diana,556,FALSE,
8762,1,1,54,10,bg,53,/,Kaitlyn,806,TRUE,
8762,1,1,55,75,bg,44,Z,Cindy,981,FALSE,
8762,1,1,56,39,bg,53,/,Charlotte,715,TRUE,
8762,1,1,57,30,bg,53,/,Joy,899,TRUE,
8762,1,1,58,58,bg,53,/,Mary,511,TRUE,
8762,1,1,59,24,bg,53,/,Layla,825,TRUE,
8762,1,1,60,90,bg,53,/,Samantha,659,TRUE,
8762,1,1,61,36,bg,53,/,Daniella,839,TRUE,
8762,1,1,62,16,bg,53,/,Michelle,598,TRUE,
8762,1,1,63,67,bg,53,/,Brittney,745,TRUE,
8762,1,1,64,80,bg,53,/,Claire,920,TRUE,
8762,1,1,65,46,bg,53,/,Elizabeth,571,TRUE,
8762,1,1,66,96,bg,44,Z,Mia,1636,FALSE,
8762,1,1,67,95,bg,53,/,Sarah,697,TRUE,
8762,1,1,68,48,bg,53,/,Stephanie,565,TRUE,
8762,1,1,69,68,bg,53,/,Heather,1331,TRUE,
8762,1,1,70,27,bg,53,/,Penny,673,TRUE,
8762,1,1,71,66,bg,53,/,Alexandra,4567,TRUE,
8762,1,1,72,32,bg,53,/,Christina,749,TRUE,
8762,1,1,73,60,bg,53,/,Alice,671,TRUE,
8762,1,1,74,5,bg,53,/,Isabella,684,TRUE,
8762,1,1,75,83,bg,44,Z,Hailey,529,FALSE,
8762,1,1,76,82,bb,44,Z,Hector,642,TRUE,
8762,1,1,77,41,bb,44,Z,Arthur,752,TRUE,
8762,1,1,78,6,bb,53,/,Cameron,1999,FALSE,
8762,1,1,79,14,bb,44,Z,Daniel,614,TRUE,
8762,1,1,80,42,bb,44,Z,Bobby,770,TRUE,
8762,1,1,81,70,bb,44,Z,Kelvin,612,TRUE,
8762,1,1,82,7,bb,44,Z,Thomas,671,TRUE,
8762,1,1,83,55,bb,44,Z,Marc,758,TRUE,
8762,1,1,84,11,bb,53,/,Gabe,629,FALSE,
8762,1,1,85,23,bb,53,/,Brett,602,FALSE,
8762,1,1,86,71,bb,44,Z,Christian,1138,TRUE,
8762,1,1,87,73,bb,44,Z,David,670,TRUE,
8762,1,1,88,92,bb,44,Z,Ryan,828,TRUE,
8762,1,1,89,35,bb,44,Z,Alexander,749,TRUE,
8762,1,1,90,77,bb,44,Z,Mike,838,TRUE,
8762,1,1,91,57,bb,44,Z,Timothy,807,TRUE,
8762,1,1,92,61,bb,44,Z,Peter,580,TRUE,
8762,1,1,93,44,bb,44,Z,Gary,788,TRUE,
8762,1,1,94,19,bb,44,Z,Lance,695,TRUE,
8762,1,1,95,40,bb,44,Z,Samuel,710,TRUE,
8762,1,1,96,45,bb,44,Z,Andrew,628,TRUE,
8762,1,1,97,86,bb,44,Z,Victor,627,TRUE,
8762,1,1,98,2,bb,44,Z,Brian,758,TRUE,
8762,1,1,99,28,bb,44,Z,Scott,574,TRUE,
8762,1,1,100,98,e,2,1,rec,4803,TRUE,
8762,1,1,101,99,e,2,1,sex,2799,TRUE,
8762,1,1,103,100,e,-1,chinese,Please indicate your race:,5158,TRUE,
8762,1,1,103,101,e,-1,18,Please indicate your age:,2490,TRUE,
8762,1,1,104,102,e,-1,1,Please indicate how much exposure you have to children in a typical week in hours:,14643,TRUE,
