Subj,Cond,Block,Trial,Order,!Code,Resp,Name,Stim,RT,Correct,
8790,1,1,1,1,e,57,SPACE,Inst,17342,TRUE,
8790,1,1,2,78,gg,53,/,Grace,515,TRUE,
8790,1,1,3,57,gg,53,/,Natalie,472,TRUE,
8790,1,1,4,87,gg,53,/,Nicole,656,TRUE,
8790,1,1,5,85,gg,53,/,Hailey,487,TRUE,
8790,1,1,6,89,gg,53,/,Joanne,471,TRUE,
8790,1,1,7,49,gg,53,/,Brianna,467,TRUE,
8790,1,1,8,92,gg,53,/,Mia,589,TRUE,
8790,1,1,9,42,gg,53,/,Joy,639,TRUE,
8790,1,1,10,86,gg,53,/,Claire,467,TRUE,
8790,1,1,11,56,gg,53,/,Scarlett,633,TRUE,
8790,1,1,12,34,gg,44,Z,Christina,491,FALSE,
8790,1,1,13,71,gg,53,/,Tiffany,545,TRUE,
8790,1,1,14,40,gg,44,Z,Lillian,628,FALSE,
8790,1,1,15,79,gg,53,/,Kaitlyn,630,TRUE,
8790,1,1,16,61,gg,53,/,Charlotte,581,TRUE,
8790,1,1,17,32,gg,53,/,Paula,518,TRUE,
8790,1,1,18,16,gg,53,/,Erica,460,TRUE,
8790,1,1,19,52,gg,44,Z,Rachel,498,FALSE,
8790,1,1,20,51,gg,53,/,Elizabeth,787,TRUE,
8790,1,1,21,90,gg,53,/,Kaylee,436,TRUE,
8790,1,1,22,74,gg,53,/,Michelle,503,TRUE,
8790,1,1,23,23,gg,53,/,Diana,454,TRUE,
8790,1,1,24,93,gg,53,/,Alyssa,558,TRUE,
8790,1,1,25,31,gg,53,/,Cindy,466,TRUE,
8790,1,1,26,97,gb,44,Z,Andrew,484,TRUE,
8790,1,1,27,91,gb,44,Z,Victor,490,TRUE,
8790,1,1,28,59,gb,44,Z,Evan,655,TRUE,
8790,1,1,29,67,gb,44,Z,John,486,TRUE,
8790,1,1,30,11,gb,44,Z,Liam,508,TRUE,
8790,1,1,31,27,gb,44,Z,Harold,440,TRUE,
8790,1,1,32,76,gb,44,Z,Cameron,509,TRUE,
8790,1,1,33,5,gb,44,Z,Bobby,542,TRUE,
8790,1,1,34,55,gb,44,Z,Anthony,487,TRUE,
8790,1,1,35,82,gb,44,Z,David,561,TRUE,
8790,1,1,36,73,gb,44,Z,Brian,748,TRUE,
8790,1,1,37,83,gb,44,Z,Jack,538,TRUE,
8790,1,1,38,43,gb,44,Z,Edward,454,TRUE,
8790,1,1,39,2,gb,44,Z,Arthur,1079,TRUE,
8790,1,1,40,8,gb,44,Z,Peter,594,TRUE,
8790,1,1,41,14,gb,44,Z,Daniel,459,TRUE,
8790,1,1,42,38,gb,44,Z,Paul,647,TRUE,
8790,1,1,43,13,gb,44,Z,Christian,520,TRUE,
8790,1,1,44,19,gb,44,Z,Gabe,526,TRUE,
8790,1,1,45,64,gb,44,Z,Carl,536,TRUE,
8790,1,1,46,63,gb,44,Z,Stephen,534,TRUE,
8790,1,1,47,72,gb,44,Z,Michael,571,TRUE,
8790,1,1,48,60,gb,44,Z,Samuel,540,TRUE,
8790,1,1,49,39,gb,44,Z,Alexander,580,TRUE,
8790,1,1,52,20,bg,53,/,Emma,473,TRUE,
8790,1,1,53,25,bg,53,/,Eve,448,TRUE,
8790,1,1,54,84,bg,53,/,Sarah,524,TRUE,
8790,1,1,55,53,bg,53,/,Victoria,478,TRUE,
8790,1,1,56,48,bg,53,/,Brittney,495,TRUE,
8790,1,1,57,3,bg,53,/,Anna,710,TRUE,
8790,1,1,58,50,bg,53,/,Stephanie,463,TRUE,
8790,1,1,59,6,bg,53,/,Jill,576,TRUE,
8790,1,1,60,37,bg,53,/,Tamara,474,TRUE,
8790,1,1,61,12,bg,53,/,Heather,568,TRUE,
8790,1,1,62,41,bg,53,/,Olivia,483,TRUE,
8790,1,1,63,26,bg,53,/,Alice,517,TRUE,
8790,1,1,64,62,bg,53,/,Daniella,566,TRUE,
8790,1,1,65,17,bg,53,/,Isabella,434,TRUE,
8790,1,1,66,18,bg,53,/,Mary,399,TRUE,
8790,1,1,67,45,bg,53,/,Rihanna,490,TRUE,
8790,1,1,68,54,bg,53,/,Penny,499,TRUE,
8790,1,1,69,81,bg,53,/,Samantha,586,TRUE,
8790,1,1,70,7,bg,53,/,Amelia,521,TRUE,
8790,1,1,71,33,bg,53,/,Wendy,529,TRUE,
8790,1,1,72,75,bg,53,/,Layla,656,TRUE,
8790,1,1,73,66,bg,44,Z,Carmen,473,FALSE,
8790,1,1,74,22,bg,44,Z,Bella,456,FALSE,
8790,1,1,75,94,bg,53,/,Alexandra,534,TRUE,
8790,1,1,76,10,bb,44,Z,Ethan,548,TRUE,
8790,1,1,77,47,bb,44,Z,Kelvin,474,TRUE,
8790,1,1,78,95,bb,44,Z,Mike,448,TRUE,
8790,1,1,79,80,bb,44,Z,Erik,652,TRUE,
8790,1,1,80,36,bb,44,Z,Oliver,522,TRUE,
8790,1,1,81,28,bb,53,/,Clark,406,FALSE,
8790,1,1,82,24,bb,44,Z,Thomas,434,TRUE,
8790,1,1,83,15,bb,44,Z,Lance,480,TRUE,
8790,1,1,84,9,bb,44,Z,Richard,562,TRUE,
8790,1,1,85,46,bb,44,Z,Gary,486,TRUE,
8790,1,1,86,30,bb,44,Z,Nathan,654,TRUE,
8790,1,1,87,35,bb,44,Z,Isaac,559,TRUE,
8790,1,1,88,88,bb,44,Z,Timothy,492,TRUE,
8790,1,1,89,68,bb,44,Z,Lucas,514,TRUE,
8790,1,1,90,4,bb,44,Z,Josh,659,TRUE,
8790,1,1,91,44,bb,44,Z,Marc,586,TRUE,
8790,1,1,92,65,bb,44,Z,Simon,602,TRUE,
8790,1,1,93,96,bb,44,Z,William,613,TRUE,
8790,1,1,94,69,bb,44,Z,Scott,500,TRUE,
8790,1,1,95,70,bb,44,Z,Nicholas,560,TRUE,
8790,1,1,96,21,bb,44,Z,Kyle,525,TRUE,
8790,1,1,97,77,bb,44,Z,Brett,703,TRUE,
8790,1,1,98,58,bb,44,Z,Charles,516,TRUE,
8790,1,1,99,29,bb,44,Z,Hector,590,TRUE,
8790,1,1,100,98,e,3,2,rec,4817,FALSE,
8790,1,1,101,99,e,3,2,sex,2283,FALSE,
8790,1,1,103,100,e,-1,Caucasian,Please indicate your race:,8500,TRUE,
8790,1,1,103,101,e,-1,20,Please indicate your age:,4179,TRUE,
8790,1,1,104,102,e,-1,2,Please indicate how much exposure you have to children in a typical week in hours:,5390,TRUE,
8790,1,1,105,103,e,57,SPACE,debrief,112204,TRUE,
