Subj,Cond,Block,Trial,Order,Code,Resp,Name,Stim,RT,Correct
5650,1,1,1,1,e,57,SPACE,"Inst.bmp",14883,True
5650,1,1,2,87,gg,53,/,"Scarlett",1269,True
5650,1,1,3,42,gg,53,/,"Joy",944,True
5650,1,1,4,44,gg,53,/,"Rachel",728,True
5650,1,1,5,11,gg,53,/,"Kaitlyn",960,True
5650,1,1,6,59,gg,53,/,"Hailey",760,True
5650,1,1,7,91,gg,53,/,"Alexandra",1095,True
5650,1,1,8,40,gg,53,/,"Claire",785,True
5650,1,1,9,13,gg,53,/,"Emma",1258,True
5650,1,1,10,54,gg,53,/,"Wendy",836,True
5650,1,1,11,97,gg,53,/,"Rihanna",1901,True
5650,1,1,12,47,gg,53,/,"Kaylee",1389,True
5650,1,1,13,41,gg,53,/,"Mia",882,True
5650,1,1,14,12,gg,53,/,"Cindy",1196,True
5650,1,1,15,63,gg,53,/,"Mary",1345,True
5650,1,1,16,22,gg,53,/,"Gabriella",878,True
5650,1,1,17,3,gg,53,/,"Anna",1004,True
5650,1,1,18,2,gg,53,/,"Bella",1755,True
5650,1,1,19,23,gg,53,/,"Daniella",741,True
5650,1,1,20,52,gg,53,/,"Brittney",839,True
5650,1,1,21,66,gg,53,/,"Layla",836,True
5650,1,1,22,83,gg,53,/,"Sarah",790,True
5650,1,1,23,64,gg,53,/,"Christina",1170,True
5650,1,1,24,77,gg,53,/,"Tamara",785,True
5650,1,1,25,70,gg,53,/,"Grace",866,True
5650,1,1,26,95,gb,44,Z,"Alexander",1501,True
5650,1,1,27,58,gb,44,Z,"Christian",1326,True
5650,1,1,28,84,gb,44,Z,"Richard",710,True
5650,1,1,29,55,gb,44,Z,"Edward",2202,True
5650,1,1,30,17,gb,44,Z,"John",841,True
5650,1,1,31,88,gb,44,Z,"Evan",914,True
5650,1,1,32,75,gb,44,Z,"Adam",1556,True
5650,1,1,33,43,gb,44,Z,"Simon",866,True
5650,1,1,34,45,gb,44,Z,"Anthony",693,True
5650,1,1,35,96,gb,44,Z,"Liam",2130,True
5650,1,1,36,78,gb,44,Z,"Bobby",1051,True
5650,1,1,37,21,gb,44,Z,"Hector",713,True
5650,1,1,38,18,gb,44,Z,"Brett",914,True
5650,1,1,39,94,gb,44,Z,"Charles",762,True
5650,1,1,40,46,gb,44,Z,"Brian",880,True
5650,1,1,41,20,gb,44,Z,"Marc",3353,True
5650,1,1,42,29,gb,44,Z,"Samuel",739,True
5650,1,1,43,62,gb,53,/,"Lucas",642,False
5650,1,1,44,32,gb,44,Z,"David",732,True
5650,1,1,45,51,gb,44,Z,"Oliver",882,True
5650,1,1,46,60,gb,44,Z,"Thomas",722,True
5650,1,1,47,19,gb,44,Z,"Nicholas",731,True
5650,1,1,48,71,gb,44,Z,"Clark",830,True
5650,1,1,49,49,gb,53,/,"Cameron",839,False
5650,1,1,52,69,bg,53,/,"Carmen",1085,True
5650,1,1,53,93,bg,53,/,"Victoria",828,True
5650,1,1,54,57,bg,53,/,"Joanne",1823,True
5650,1,1,55,61,bg,53,/,"Erica",945,True
5650,1,1,56,89,bg,53,/,"Diana",1078,True
5650,1,1,57,35,bg,53,/,"Tiffany",1345,True
5650,1,1,58,56,bg,53,/,"Stephanie",2148,True
5650,1,1,59,7,bg,53,/,"Alyssa",2247,True
5650,1,1,60,36,bg,53,/,"Paula",1621,True
5650,1,1,61,67,bg,53,/,"Penny",821,True
5650,1,1,62,53,bg,53,/,"Samantha",838,True
5650,1,1,63,6,bg,53,/,"Olivia",1046,True
5650,1,1,64,27,bg,53,/,"Jill",866,True
5650,1,1,65,72,bg,53,/,"Heather",975,True
5650,1,1,66,8,bg,53,/,"Isabella",781,True
5650,1,1,67,79,bg,53,/,"Michelle",986,True
5650,1,1,68,25,bg,53,/,"Charlotte",1013,True
5650,1,1,69,92,bg,53,/,"Natalie",1038,True
5650,1,1,70,31,bg,53,/,"Lucy",654,True
5650,1,1,71,82,bg,53,/,"Eve",780,True
5650,1,1,72,28,bg,53,/,"Nicole",1169,True
5650,1,1,73,50,bg,53,/,"Lillian",734,True
5650,1,1,74,48,bg,53,/,"Amelia",784,True
5650,1,1,75,26,bg,53,/,"Alice",1062,True
5650,1,1,76,15,bb,44,Z,"Paul",1017,True
5650,1,1,77,9,bb,44,Z,"Daniel",789,True
5650,1,1,78,24,bb,44,Z,"Andrew",646,True
5650,1,1,79,68,bb,44,Z,"Lance",803,True
5650,1,1,80,37,bb,44,Z,"Kelvin",940,True
5650,1,1,81,74,bb,44,Z,"Ryan",1020,True
5650,1,1,82,86,bb,44,Z,"Gary",1020,True
5650,1,1,83,30,bb,44,Z,"Arthur",1229,True
5650,1,1,84,85,bb,44,Z,"Scott",738,True
5650,1,1,85,10,bb,44,Z,"Timothy",758,True
5650,1,1,86,39,bb,44,Z,"Carl",767,True
5650,1,1,87,4,bb,44,Z,"William",1477,True
5650,1,1,88,34,bb,44,Z,"Josh",602,True
5650,1,1,89,73,bb,44,Z,"Kyle",894,True
5650,1,1,90,81,bb,44,Z,"Michael",1753,True
5650,1,1,91,65,bb,44,Z,"Stephen",819,True
5650,1,1,92,16,bb,44,Z,"Nathan",811,True
5650,1,1,93,80,bb,44,Z,"Ethan",850,True
5650,1,1,94,5,bb,44,Z,"Jack",690,True
5650,1,1,95,76,bb,44,Z,"Victor",926,True
5650,1,1,96,90,bb,44,Z,"Isaac",900,True
5650,1,1,97,14,bb,44,Z,"Peter",1001,True
5650,1,1,98,33,bb,44,Z,"Harold",766,True
5650,1,1,99,38,bb,44,Z,"Mike",815,True
5650,1,1,100,98,e,2,2,"rec.bmp",3897,False
5650,1,1,101,99,e,2,2,"sex.bmp",3383,False
5650,1,1,103,100,e,-1,South Asian,"Please indicate your race:",29121,True
5650,1,1,103,101,e,-1,25,"Please indicate your age:",2207,True
5650,1,1,104,102,e,-1,0,"Please indicate how much exposure you have to children in a typical week in hours:",12117,True
5650,1,1,105,103,e,0,,"",0,False
