Subj,Cond,Block,Trial,Order,!Code,Resp,Name,Stim,RT,Correct,
8798,1,1,1,1,e,57,SPACE,Inst,21440,TRUE,
8798,1,1,2,54,gg,53,/,Samantha,573,TRUE,
8798,1,1,3,9,gg,53,/,Victoria,800,TRUE,
8798,1,1,4,11,gg,53,/,Olivia,857,TRUE,
8798,1,1,5,7,gg,53,/,Gabriella,779,TRUE,
8798,1,1,6,21,gg,53,/,Kaitlyn,1097,TRUE,
8798,1,1,7,22,gg,53,/,Kaylee,659,TRUE,
8798,1,1,8,46,gg,53,/,Elizabeth,676,TRUE,
8798,1,1,9,24,gg,53,/,Tamara,982,TRUE,
8798,1,1,10,14,gg,53,/,Diana,1275,TRUE,
8798,1,1,11,63,gg,53,/,Grace,732,TRUE,
8798,1,1,12,94,gg,53,/,Brianna,763,TRUE,
8798,1,1,13,19,gg,53,/,Claire,701,TRUE,
8798,1,1,14,59,gg,53,/,Nicole,1283,TRUE,
8798,1,1,15,72,gg,53,/,Rachel,562,TRUE,
8798,1,1,16,90,gg,53,/,Wendy,685,TRUE,
8798,1,1,17,20,gg,53,/,Natalie,775,TRUE,
8798,1,1,18,51,gg,53,/,Mary,760,TRUE,
8798,1,1,19,47,gg,53,/,Anna,616,TRUE,
8798,1,1,20,44,gg,53,/,Erica,649,TRUE,
8798,1,1,21,3,gg,53,/,Eve,974,TRUE,
8798,1,1,22,65,gg,53,/,Joy,865,TRUE,
8798,1,1,23,15,gg,53,/,Daniella,871,TRUE,
8798,1,1,24,30,gg,53,/,Emma,811,TRUE,
8798,1,1,25,29,gg,53,/,Charlotte,646,TRUE,
8798,1,1,26,53,gb,44,Z,Nathan,640,TRUE,
8798,1,1,27,28,gb,44,Z,Charles,1157,TRUE,
8798,1,1,28,16,gb,44,Z,Arthur,932,TRUE,
8798,1,1,29,42,gb,44,Z,Daniel,638,TRUE,
8798,1,1,30,91,gb,44,Z,Richard,920,TRUE,
8798,1,1,31,37,gb,44,Z,Isaac,612,TRUE,
8798,1,1,32,39,gb,44,Z,Anthony,995,TRUE,
8798,1,1,33,13,gb,44,Z,Paul,2145,TRUE,
8798,1,1,34,48,gb,44,Z,Michael,942,TRUE,
8798,1,1,35,18,gb,44,Z,Erik,954,TRUE,
8798,1,1,36,74,gb,44,Z,Gary,1246,TRUE,
8798,1,1,37,49,gb,44,Z,Edward,929,TRUE,
8798,1,1,38,60,gb,44,Z,Peter,1309,TRUE,
8798,1,1,39,67,gb,44,Z,Timothy,723,TRUE,
8798,1,1,40,73,gb,44,Z,Mike,899,TRUE,
8798,1,1,41,68,gb,44,Z,Stephen,685,TRUE,
8798,1,1,42,80,gb,44,Z,Simon,851,TRUE,
8798,1,1,43,77,gb,44,Z,Liam,1059,TRUE,
8798,1,1,44,17,gb,44,Z,Josh,1038,TRUE,
8798,1,1,45,75,gb,44,Z,William,706,TRUE,
8798,1,1,46,83,gb,44,Z,Andrew,839,TRUE,
8798,1,1,47,95,gb,44,Z,Bobby,1100,TRUE,
8798,1,1,48,33,gb,44,Z,Adam,935,TRUE,
8798,1,1,49,5,gb,44,Z,Kelvin,1406,TRUE,
8798,1,1,52,26,bg,53,/,Tiffany,682,TRUE,
8798,1,1,53,69,bg,53,/,Alexandra,841,TRUE,
8798,1,1,54,10,bg,53,/,Stephanie,951,TRUE,
8798,1,1,55,70,bg,53,/,Heather,687,TRUE,
8798,1,1,56,66,bg,53,/,Rihanna,645,TRUE,
8798,1,1,57,2,bg,53,/,Layla,1829,TRUE,
8798,1,1,58,88,bg,53,/,Isabella,713,TRUE,
8798,1,1,59,93,bg,53,/,Penny,987,TRUE,
8798,1,1,60,97,bg,53,/,Carmen,1407,TRUE,
8798,1,1,61,38,bg,53,/,Lucy,995,TRUE,
8798,1,1,62,84,bg,53,/,Sarah,1013,TRUE,
8798,1,1,63,55,bg,53,/,Jill,2927,TRUE,
8798,1,1,64,71,bg,53,/,Cindy,619,TRUE,
8798,1,1,65,50,bg,53,/,Brittney,1876,TRUE,
8798,1,1,66,40,bg,53,/,Paula,643,TRUE,
8798,1,1,67,96,bg,44,Z,Hailey,3165,FALSE,
8798,1,1,68,81,bg,53,/,Lillian,921,TRUE,
8798,1,1,69,89,bg,53,/,Scarlett,1148,TRUE,
8798,1,1,70,57,bg,53,/,Amelia,682,TRUE,
8798,1,1,71,43,bg,53,/,Alice,1060,TRUE,
8798,1,1,72,62,bg,53,/,Michelle,847,TRUE,
8798,1,1,73,27,bg,53,/,Alyssa,622,TRUE,
8798,1,1,74,32,bg,53,/,Joanne,1291,TRUE,
8798,1,1,75,31,bg,53,/,Mia,562,TRUE,
8798,1,1,76,92,bb,44,Z,Brett,779,TRUE,
8798,1,1,77,12,bb,44,Z,Thomas,686,TRUE,
8798,1,1,78,8,bb,44,Z,Lucas,651,TRUE,
8798,1,1,79,64,bb,44,Z,Harold,717,TRUE,
8798,1,1,80,4,bb,44,Z,Carl,1007,TRUE,
8798,1,1,81,56,bb,44,Z,Evan,1913,TRUE,
8798,1,1,82,86,bb,44,Z,Cameron,711,TRUE,
8798,1,1,83,79,bb,44,Z,Marc,847,TRUE,
8798,1,1,84,76,bb,44,Z,Alexander,814,TRUE,
8798,1,1,85,6,bb,44,Z,Jack,838,TRUE,
8798,1,1,86,85,bb,44,Z,Ethan,891,TRUE,
8798,1,1,87,82,bb,44,Z,Victor,1491,TRUE,
8798,1,1,88,58,bb,44,Z,Samuel,1287,TRUE,
8798,1,1,89,45,bb,44,Z,Brian,646,TRUE,
8798,1,1,90,25,bb,44,Z,Oliver,694,TRUE,
8798,1,1,91,61,bb,44,Z,David,626,TRUE,
8798,1,1,92,41,bb,44,Z,Lance,832,TRUE,
8798,1,1,93,35,bb,44,Z,Hector,997,TRUE,
8798,1,1,94,78,bb,44,Z,Clark,800,TRUE,
8798,1,1,95,87,bb,44,Z,Kyle,835,TRUE,
8798,1,1,96,23,bb,44,Z,Christian,817,TRUE,
8798,1,1,97,52,bb,44,Z,Gabe,793,TRUE,
8798,1,1,98,34,bb,44,Z,Ryan,858,TRUE,
8798,1,1,99,36,bb,44,Z,Nicholas,812,TRUE,
8798,1,1,100,98,e,3,2,rec,4853,FALSE,
8798,1,1,101,99,e,3,2,sex,2511,FALSE,
8798,1,1,103,100,e,-1,White,Please indicate your race:,12016,TRUE,
8798,1,1,103,101,e,-1,18,Please indicate your age:,3297,TRUE,
8798,1,1,104,102,e,-1,Very little if any,Please indicate how much exposure you have to children in a typical week in hours:,26698,TRUE,
