Subj,Cond,Block,Trial,Order,Code,Resp,Name,Stim,RT,Correct
5578,1,1,1,1,e,57,SPACE,"Inst.bmp",12795,True
5578,1,1,2,8,gg,53,/,"Sarah",590,True
5578,1,1,3,25,gg,53,/,"Elizabeth",767,True
5578,1,1,4,55,gg,53,/,"Hailey",894,True
5578,1,1,5,67,gg,53,/,"Stephanie",771,True
5578,1,1,6,68,gg,53,/,"Rihanna",732,True
5578,1,1,7,11,gg,53,/,"Wendy",1119,True
5578,1,1,8,64,gg,53,/,"Rachel",582,True
5578,1,1,9,76,gg,53,/,"Mary",639,True
5578,1,1,10,77,gg,53,/,"Olivia",763,True
5578,1,1,11,49,gg,53,/,"Joy",725,True
5578,1,1,12,30,gg,53,/,"Natalie",1229,True
5578,1,1,13,37,gg,53,/,"Kaylee",1463,True
5578,1,1,14,80,gg,53,/,"Jill",679,True
5578,1,1,15,74,gg,53,/,"Victoria",1041,True
5578,1,1,16,45,gg,53,/,"Lucy",727,True
5578,1,1,17,42,gg,53,/,"Mia",632,True
5578,1,1,18,79,gg,53,/,"Diana",815,True
5578,1,1,19,16,gg,53,/,"Grace",655,True
5578,1,1,20,19,gg,53,/,"Scarlett",706,True
5578,1,1,21,91,gg,53,/,"Brianna",771,True
5578,1,1,22,96,gg,53,/,"Amelia",927,True
5578,1,1,23,38,gg,53,/,"Alice",575,True
5578,1,1,24,63,gg,53,/,"Michelle",769,True
5578,1,1,25,51,gg,53,/,"Christina",858,True
5578,1,1,26,34,gb,44,Z,"Michael",616,True
5578,1,1,27,72,gb,44,Z,"Richard",775,True
5578,1,1,28,43,gb,44,Z,"David",638,True
5578,1,1,29,9,gb,53,/,"Gary",445,False
5578,1,1,30,59,gb,44,Z,"Kelvin",1362,True
5578,1,1,31,7,gb,44,Z,"Josh",964,True
5578,1,1,32,93,gb,44,Z,"Nicholas",990,True
5578,1,1,33,90,gb,44,Z,"Peter",801,True
5578,1,1,34,84,gb,44,Z,"Samuel",1678,True
5578,1,1,35,13,gb,44,Z,"Adam",584,True
5578,1,1,36,22,gb,44,Z,"Daniel",902,True
5578,1,1,37,21,gb,44,Z,"Bobby",673,True
5578,1,1,38,61,gb,44,Z,"Victor",880,True
5578,1,1,39,36,gb,44,Z,"Carl",626,True
5578,1,1,40,60,gb,44,Z,"Hector",891,True
5578,1,1,41,52,gb,44,Z,"Simon",801,True
5578,1,1,42,18,gb,44,Z,"Christian",787,True
5578,1,1,43,69,gb,44,Z,"John",593,True
5578,1,1,44,82,gb,44,Z,"Evan",1059,True
5578,1,1,45,48,gb,44,Z,"Jack",613,True
5578,1,1,46,23,gb,44,Z,"Isaac",748,True
5578,1,1,47,14,gb,44,Z,"Paul",665,True
5578,1,1,48,20,gb,44,Z,"Lucas",766,True
5578,1,1,49,28,gb,44,Z,"Andrew",1115,True
5578,1,1,52,15,bg,53,/,"Tiffany",766,True
5578,1,1,53,2,bg,53,/,"Cindy",1404,True
5578,1,1,54,87,bg,44,Z,"Daniella",822,False
5578,1,1,55,44,bg,53,/,"Kaitlyn",765,True
5578,1,1,56,39,bg,53,/,"Isabella",535,True
5578,1,1,57,70,bg,53,/,"Joanne",1129,True
5578,1,1,58,53,bg,53,/,"Heather",643,True
5578,1,1,59,73,bg,53,/,"Samantha",816,True
5578,1,1,60,66,bg,53,/,"Penny",1179,True
5578,1,1,61,89,bg,53,/,"Paula",893,True
5578,1,1,62,97,bg,53,/,"Claire",1348,True
5578,1,1,63,47,bg,53,/,"Charlotte",773,True
5578,1,1,64,46,bg,53,/,"Alyssa",601,True
5578,1,1,65,88,bg,53,/,"Gabriella",1821,True
5578,1,1,66,50,bg,53,/,"Erica",751,True
5578,1,1,67,94,bg,53,/,"Carmen",1510,True
5578,1,1,68,6,bg,53,/,"Lillian",761,True
5578,1,1,69,57,bg,53,/,"Eve",748,True
5578,1,1,70,78,bg,53,/,"Brittney",599,True
5578,1,1,71,3,bg,53,/,"Bella",691,True
5578,1,1,72,83,bg,53,/,"Nicole",697,True
5578,1,1,73,92,bg,53,/,"Tamara",605,True
5578,1,1,74,5,bg,44,Z,"Alexandra",559,False
5578,1,1,75,27,bg,53,/,"Emma",859,True
5578,1,1,76,95,bb,44,Z,"Mike",826,True
5578,1,1,77,10,bb,44,Z,"Anthony",1349,True
5578,1,1,78,32,bb,44,Z,"Ryan",889,True
5578,1,1,79,62,bb,44,Z,"Arthur",868,True
