Subj,Cond,Block,Trial,Order,!Code,Resp,Name,Stim,RT,Correct,
8766,1,1,1,1,e,57,SPACE,Inst,26882,TRUE,
8766,1,1,2,5,gg,53,/,Kaitlyn,1589,TRUE,
8766,1,1,3,58,gg,53,/,Eve,730,TRUE,
8766,1,1,4,37,gg,53,/,Brianna,764,TRUE,
8766,1,1,5,43,gg,53,/,Victoria,715,TRUE,
8766,1,1,6,25,gg,53,/,Mia,534,TRUE,
8766,1,1,7,11,gg,53,/,Alice,870,TRUE,
8766,1,1,8,23,gg,44,Z,Lillian,522,FALSE,
8766,1,1,9,76,gg,53,/,Joanne,907,TRUE,
8766,1,1,10,51,gg,53,/,Alyssa,617,TRUE,
8766,1,1,11,15,gg,53,/,Elizabeth,667,TRUE,
8766,1,1,12,40,gg,53,/,Kaylee,1030,TRUE,
8766,1,1,13,89,gg,53,/,Christina,593,TRUE,
8766,1,1,14,69,gg,53,/,Jill,707,TRUE,
8766,1,1,15,3,gg,53,/,Samantha,1326,TRUE,
8766,1,1,16,29,gg,53,/,Penny,1228,TRUE,
8766,1,1,17,17,gg,53,/,Tamara,2669,TRUE,
8766,1,1,18,8,gg,53,/,Brittney,861,TRUE,
8766,1,1,19,52,gg,53,/,Rihanna,583,TRUE,
8766,1,1,20,55,gg,53,/,Natalie,607,TRUE,
8766,1,1,21,32,gg,53,/,Emma,836,TRUE,
8766,1,1,22,9,gg,53,/,Scarlett,843,TRUE,
8766,1,1,23,67,gg,53,/,Michelle,1053,TRUE,
8766,1,1,24,86,gg,44,Z,Anna,800,FALSE,
8766,1,1,25,14,gg,53,/,Nicole,1395,TRUE,
8766,1,1,26,49,gb,44,Z,Samuel,678,TRUE,
8766,1,1,27,95,gb,44,Z,Christian,2976,TRUE,
8766,1,1,28,56,gb,44,Z,William,598,TRUE,
8766,1,1,29,61,gb,44,Z,Edward,589,TRUE,
8766,1,1,30,19,gb,44,Z,Isaac,678,TRUE,
8766,1,1,31,81,gb,44,Z,John,629,TRUE,
8766,1,1,32,39,gb,44,Z,Michael,749,TRUE,
8766,1,1,33,73,gb,44,Z,Bobby,699,TRUE,
8766,1,1,34,35,gb,44,Z,Victor,664,TRUE,
8766,1,1,35,22,gb,44,Z,Arthur,822,TRUE,
8766,1,1,36,59,gb,44,Z,Timothy,820,TRUE,
