Subj,Cond,Block,Trial,Order,Code,Resp,Name,Stim,RT,Correct
5653,1,1,1,1,e,57,SPACE,"Inst.bmp",30290,True
5653,1,1,2,47,gg,53,/,"Stephanie",737,True
5653,1,1,3,33,gg,53,/,"Lillian",854,True
5653,1,1,4,4,gg,53,/,"Mary",803,True
5653,1,1,5,41,gg,44,Z,"Erica",641,False
5653,1,1,6,13,gg,53,/,"Michelle",604,True
5653,1,1,7,55,gg,53,/,"Joy",657,True
5653,1,1,8,90,gg,53,/,"Scarlett",645,True
5653,1,1,9,32,gg,53,/,"Paula",711,True
5653,1,1,10,18,gg,53,/,"Nicole",664,True
5653,1,1,11,79,gg,53,/,"Brianna",639,True
5653,1,1,12,35,gg,53,/,"Tiffany",716,True
5653,1,1,13,20,gg,53,/,"Grace",664,True
5653,1,1,14,91,gg,53,/,"Hailey",707,True
5653,1,1,15,60,gg,53,/,"Christina",719,True
5653,1,1,16,45,gg,53,/,"Daniella",725,True
5653,1,1,17,50,gg,53,/,"Isabella",593,True
5653,1,1,18,61,gg,53,/,"Jill",771,True
5653,1,1,19,40,gg,53,/,"Layla",626,True
5653,1,1,20,76,gg,53,/,"Alice",649,True
5653,1,1,21,8,gg,53,/,"Bella",652,True
5653,1,1,22,30,gg,53,/,"Emma",583,True
5653,1,1,23,93,gg,44,Z,"Carmen",782,False
5653,1,1,24,68,gg,53,/,"Kaitlyn",850,True
5653,1,1,25,58,gg,53,/,"Rihanna",732,True
5653,1,1,26,97,gb,44,Z,"Lance",868,True
5653,1,1,27,88,gb,44,Z,"Stephen",950,True
5653,1,1,28,49,gb,44,Z,"Gary",618,True
5653,1,1,29,26,gb,44,Z,"Evan",1105,True
5653,1,1,30,5,gb,44,Z,"Bobby",611,True
5653,1,1,31,69,gb,44,Z,"Timothy",835,True
5653,1,1,32,82,gb,44,Z,"Cameron",657,True
5653,1,1,33,24,gb,44,Z,"Simon",732,True
5653,1,1,34,94,gb,44,Z,"David",704,True
5653,1,1,35,66,gb,44,Z,"Lucas",766,True
5653,1,1,36,95,gb,53,/,"Alexander",850,False
5653,1,1,37,78,gb,44,Z,"Isaac",707,True
5653,1,1,38,56,gb,44,Z,"Clark",584,True
5653,1,1,39,34,gb,44,Z,"Hector",745,True
5653,1,1,40,77,gb,44,Z,"Liam",769,True
5653,1,1,41,44,gb,44,Z,"Scott",596,True
5653,1,1,42,64,gb,44,Z,"Paul",718,True
5653,1,1,43,46,gb,44,Z,"Victor",798,True
5653,1,1,44,23,gb,44,Z,"William",653,True
5653,1,1,45,74,gb,44,Z,"Daniel",508,True
5653,1,1,46,38,gb,44,Z,"Thomas",566,True
5653,1,1,47,22,gb,44,Z,"Kyle",687,True
5653,1,1,48,7,gb,44,Z,"Kelvin",695,True
5653,1,1,49,31,gb,44,Z,"Oliver",866,True
5653,1,1,52,15,bg,53,/,"Elizabeth",632,True
5653,1,1,53,11,bg,53,/,"Mia",615,True
5653,1,1,54,73,bg,53,/,"Alexandra",572,True
5653,1,1,55,85,bg,44,Z,"Heather",966,False
5653,1,1,56,84,bg,53,/,"Sarah",672,True
5653,1,1,57,36,bg,53,/,"Cindy",856,True
5653,1,1,58,48,bg,53,/,"Wendy",666,True
5653,1,1,59,10,bg,53,/,"Amelia",740,True
5653,1,1,60,52,bg,53,/,"Tamara",748,True
5653,1,1,61,72,bg,53,/,"Penny",605,True
5653,1,1,62,29,bg,53,/,"Victoria",673,True
5653,1,1,63,51,bg,53,/,"Alyssa",579,True
5653,1,1,64,92,bg,53,/,"Samantha",680,True
5653,1,1,65,81,bg,53,/,"Kaylee",827,True
5653,1,1,66,75,bg,53,/,"Diana",619,True
5653,1,1,67,86,bg,53,/,"Gabriella",655,True
5653,1,1,68,17,bg,53,/,"Rachel",740,True
5653,1,1,69,2,bg,53,/,"Brittney",1274,True
5653,1,1,70,19,bg,53,/,"Anna",733,True
5653,1,1,71,83,bg,53,/,"Claire",776,True
5653,1,1,72,14,bg,53,/,"Natalie",726,True
5653,1,1,73,57,bg,53,/,"Charlotte",729,True
5653,1,1,74,3,bg,53,/,"Joanne",886,True
5653,1,1,75,54,bg,53,/,"Lucy",558,True
