Subj,Cond,Block,Trial,Order,!Code,Resp,Name,Stim,RT,Correct,
8784,1,1,1,1,e,57,SPACE,Inst,18561,TRUE,
8784,1,1,2,60,gg,53,/,Heather,505,TRUE,
8784,1,1,3,71,gg,53,/,Lucy,592,TRUE,
8784,1,1,4,28,gg,53,/,Lillian,722,TRUE,
8784,1,1,5,7,gg,53,/,Christina,557,TRUE,
8784,1,1,6,17,gg,53,/,Wendy,689,TRUE,
8784,1,1,7,30,gg,44,Z,Samantha,631,FALSE,
8784,1,1,8,35,gg,53,/,Diana,606,TRUE,
8784,1,1,9,59,gg,53,/,Jill,476,TRUE,
8784,1,1,10,58,gg,53,/,Tamara,548,TRUE,
8784,1,1,11,75,gg,53,/,Charlotte,496,TRUE,
8784,1,1,12,73,gg,53,/,Mary,544,TRUE,
8784,1,1,13,4,gg,53,/,Kaitlyn,650,TRUE,
8784,1,1,14,92,gg,53,/,Daniella,504,TRUE,
8784,1,1,15,14,gg,53,/,Grace,733,TRUE,
8784,1,1,16,57,gg,53,/,Alyssa,688,TRUE,
8784,1,1,17,6,gg,53,/,Rihanna,656,TRUE,
8784,1,1,18,44,gg,53,/,Olivia,627,TRUE,
8784,1,1,19,84,gg,53,/,Isabella,730,TRUE,
8784,1,1,20,38,gg,53,/,Sarah,816,TRUE,
8784,1,1,21,55,gg,53,/,Joy,691,TRUE,
8784,1,1,22,53,gg,53,/,Brittney,638,TRUE,
8784,1,1,23,96,gg,53,/,Alexandra,696,TRUE,
8784,1,1,24,77,gg,53,/,Carmen,882,TRUE,
8784,1,1,25,2,gg,53,/,Erica,2250,TRUE,
8784,1,1,26,90,gb,53,/,Victor,548,FALSE,
8784,1,1,27,69,gb,44,Z,Arthur,812,TRUE,
8784,1,1,28,94,gb,44,Z,Isaac,672,TRUE,
8784,1,1,29,15,gb,44,Z,Daniel,711,TRUE,
8784,1,1,30,74,gb,44,Z,John,642,TRUE,
8784,1,1,31,56,gb,44,Z,Brian,575,TRUE,
8784,1,1,32,89,gb,44,Z,Samuel,864,TRUE,
8784,1,1,33,65,gb,44,Z,Peter,550,TRUE,
8784,1,1,34,72,gb,44,Z,Adam,584,TRUE,
8784,1,1,35,20,gb,44,Z,Ryan,629,TRUE,
8784,1,1,36,87,gb,44,Z,Harold,634,TRUE,
8784,1,1,37,5,gb,44,Z,Josh,776,TRUE,
8784,1,1,38,27,gb,44,Z,Erik,852,TRUE,
8784,1,1,39,13,gb,44,Z,Kelvin,989,TRUE,
8784,1,1,40,16,gb,44,Z,Nicholas,827,TRUE,
8784,1,1,41,93,gb,44,Z,Bobby,683,TRUE,
8784,1,1,42,50,gb,44,Z,Timothy,641,TRUE,
8784,1,1,43,37,gb,44,Z,Lucas,692,TRUE,
8784,1,1,44,42,gb,44,Z,Andrew,796,TRUE,
8784,1,1,45,83,gb,44,Z,Michael,595,TRUE,
8784,1,1,46,88,gb,44,Z,Gabe,1210,TRUE,
8784,1,1,47,41,gb,44,Z,Gary,813,TRUE,
8784,1,1,48,31,gb,44,Z,Thomas,677,TRUE,
8784,1,1,49,61,gb,53,/,Liam,557,FALSE,
8784,1,1,52,12,bg,53,/,Rachel,631,TRUE,
8784,1,1,53,81,bg,53,/,Alice,666,TRUE,
8784,1,1,54,18,bg,53,/,Stephanie,533,TRUE,
8784,1,1,55,66,bg,53,/,Layla,678,TRUE,
8784,1,1,56,86,bg,53,/,Bella,653,TRUE,
8784,1,1,57,47,bg,53,/,Victoria,635,TRUE,
8784,1,1,58,40,bg,53,/,Eve,615,TRUE,
8784,1,1,59,82,bg,53,/,Nicole,655,TRUE,
8784,1,1,60,10,bg,53,/,Cindy,655,TRUE,
8784,1,1,61,32,bg,53,/,Natalie,696,TRUE,
8784,1,1,62,33,bg,53,/,Hailey,997,TRUE,
8784,1,1,63,80,bg,53,/,Anna,669,TRUE,
8784,1,1,64,34,bg,53,/,Amelia,725,TRUE,
8784,1,1,65,76,bg,53,/,Tiffany,636,TRUE,
8784,1,1,66,95,bg,53,/,Brianna,876,TRUE,
8784,1,1,67,70,bg,53,/,Mia,853,TRUE,
8784,1,1,68,21,bg,53,/,Gabriella,619,TRUE,
8784,1,1,69,52,bg,53,/,Claire,749,TRUE,
8784,1,1,70,85,bg,53,/,Paula,772,TRUE,
8784,1,1,71,39,bg,53,/,Emma,591,TRUE,
8784,1,1,72,62,bg,53,/,Scarlett,630,TRUE,
8784,1,1,73,64,bg,53,/,Elizabeth,548,TRUE,
8784,1,1,74,19,bg,53,/,Penny,655,TRUE,
8784,1,1,75,48,bg,53,/,Joanne,754,TRUE,
8784,1,1,76,54,bb,44,Z,Jack,620,TRUE,
8784,1,1,77,67,bb,44,Z,William,555,TRUE,
8784,1,1,78,11,bb,44,Z,Carl,724,TRUE,
8784,1,1,79,8,bb,44,Z,Marc,870,TRUE,
8784,1,1,80,3,bb,44,Z,Hector,794,TRUE,
8784,1,1,81,79,bb,44,Z,Stephen,781,TRUE,
8784,1,1,82,91,bb,44,Z,Anthony,742,TRUE,
8784,1,1,83,97,bb,44,Z,Ethan,668,TRUE,
8784,1,1,84,46,bb,44,Z,Lance,862,TRUE,
8784,1,1,85,22,bb,44,Z,Edward,554,TRUE,
8784,1,1,86,26,bb,44,Z,Nathan,713,TRUE,
8784,1,1,87,51,bb,44,Z,Kyle,639,TRUE,
8784,1,1,88,23,bb,44,Z,David,563,TRUE,
8784,1,1,89,45,bb,44,Z,Evan,866,TRUE,
8784,1,1,90,78,bb,44,Z,Scott,606,TRUE,
8784,1,1,91,63,bb,44,Z,Cameron,604,TRUE,
8784,1,1,92,25,bb,44,Z,Oliver,835,TRUE,
8784,1,1,93,29,bb,44,Z,Brett,692,TRUE,
8784,1,1,94,9,bb,44,Z,Alexander,1291,TRUE,
8784,1,1,95,43,bb,44,Z,Simon,812,TRUE,
8784,1,1,96,68,bb,44,Z,Mike,596,TRUE,
8784,1,1,97,24,bb,53,/,Christian,620,FALSE,
8784,1,1,98,49,bb,44,Z,Clark,643,TRUE,
8784,1,1,99,36,bb,44,Z,Paul,605,TRUE,
8784,1,1,100,98,e,3,2,rec,6472,FALSE,
8784,1,1,101,99,e,2,1,sex,1665,TRUE,
8784,1,1,103,100,e,-1,korean,Please indicate your race:,3115,TRUE,
