Subj,Cond,Block,Trial,Order,Code,Resp,Name,Stim,RT,Correct
5623,1,1,1,1,e,57,SPACE,"Inst.bmp",9651,True
5623,1,1,2,68,gg,53,/,"Joanne",878,True
5623,1,1,3,65,gg,53,/,"Anna",671,True
5623,1,1,4,57,gg,53,/,"Grace",1733,True
5623,1,1,5,59,gg,53,/,"Carmen",2668,True
5623,1,1,6,36,gg,53,/,"Isabella",720,True
5623,1,1,7,49,gg,53,/,"Tamara",1060,True
5623,1,1,8,88,gg,53,/,"Elizabeth",1250,True
5623,1,1,9,9,gg,53,/,"Hailey",945,True
5623,1,1,10,20,gg,53,/,"Diana",813,True
5623,1,1,11,2,gg,44,Z,"Stephanie",1604,False
5623,1,1,12,10,gg,53,/,"Mary",724,True
5623,1,1,13,6,gg,53,/,"Gabriella",2028,True
5623,1,1,14,18,gg,53,/,"Tiffany",844,True
5623,1,1,15,72,gg,53,/,"Natalie",1059,True
5623,1,1,16,90,gg,53,/,"Charlotte",900,True
5623,1,1,17,93,gg,53,/,"Lillian",1100,True
5623,1,1,18,47,gg,53,/,"Kaylee",857,True
5623,1,1,19,62,gg,53,/,"Amelia",851,True
5623,1,1,20,12,gg,53,/,"Penny",1044,True
5623,1,1,21,38,gg,53,/,"Layla",962,True
5623,1,1,22,16,gg,44,Z,"Alexandra",1404,False
5623,1,1,23,75,gg,53,/,"Samantha",846,True
5623,1,1,24,48,gg,53,/,"Emma",695,True
5623,1,1,25,35,gg,53,/,"Cindy",890,True
5623,1,1,26,15,gb,44,Z,"Bobby",1030,True
5623,1,1,27,40,gb,44,Z,"Peter",884,True
5623,1,1,28,39,gb,44,Z,"Scott",597,True
5623,1,1,29,97,gb,53,/,"Kyle",668,False
5623,1,1,30,76,gb,44,Z,"Paul",850,True
5623,1,1,31,94,gb,44,Z,"Lance",1352,True
5623,1,1,32,25,gb,44,Z,"Brian",524,True
5623,1,1,33,60,gb,44,Z,"Carl",777,True
5623,1,1,34,34,gb,44,Z,"Victor",635,True
5623,1,1,35,96,gb,53,/,"Charles",1628,False
5623,1,1,36,78,gb,53,/,"Gabe",3471,False
5623,1,1,37,13,gb,44,Z,"Harold",604,True
5623,1,1,38,41,gb,44,Z,"Nathan",643,True
5623,1,1,39,53,gb,44,Z,"Anthony",504,True
5623,1,1,40,21,gb,44,Z,"Richard",1349,True
5623,1,1,41,8,gb,44,Z,"Daniel",976,True
5623,1,1,42,95,gb,44,Z,"Cameron",3211,True
5623,1,1,43,80,gb,44,Z,"Arthur",766,True
5623,1,1,44,92,gb,44,Z,"Josh",629,True
5623,1,1,45,52,gb,44,Z,"Samuel",706,True
5623,1,1,46,55,gb,44,Z,"Edward",1401,True
5623,1,1,47,73,gb,44,Z,"Ethan",1576,True
5623,1,1,48,27,gb,44,Z,"David",828,True
5623,1,1,49,3,gb,44,Z,"William",949,True
5623,1,1,52,50,bg,53,/,"Victoria",818,True
5623,1,1,53,85,bg,53,/,"Claire",819,True
5623,1,1,54,26,bg,53,/,"Heather",911,True
5623,1,1,55,51,bg,53,/,"Brianna",970,True
5623,1,1,56,84,bg,53,/,"Erica",1101,True
5623,1,1,57,4,bg,44,Z,"Nicole",551,False
5623,1,1,58,67,bg,53,/,"Eve",1073,True
5623,1,1,59,28,bg,53,/,"Paula",922,True
5623,1,1,60,63,bg,53,/,"Kaitlyn",818,True
5623,1,1,61,64,bg,53,/,"Mia",1083,True
5623,1,1,62,14,bg,53,/,"Brittney",756,True
5623,1,1,63,11,bg,53,/,"Alice",878,True
5623,1,1,64,61,bg,53,/,"Rachel",803,True
5623,1,1,65,54,bg,53,/,"Lucy",893,True
5623,1,1,66,77,bg,53,/,"Wendy",849,True
5623,1,1,67,89,bg,53,/,"Jill",904,True
5623,1,1,68,29,bg,53,/,"Alyssa",822,True
5623,1,1,69,69,bg,53,/,"Daniella",692,True
5623,1,1,70,74,bg,44,Z,"Sarah",1578,False
5623,1,1,71,7,bg,53,/,"Scarlett",1707,True
5623,1,1,72,87,bg,53,/,"Olivia",1010,True
5623,1,1,73,30,bg,44,Z,"Joy",854,False
5623,1,1,74,82,bg,53,/,"Michelle",1151,True
5623,1,1,75,83,bg,53,/,"Christina",921,True
5623,1,1,76,42,bb,44,Z,"Lucas",715,True
5623,1,1,77,37,bb,44,Z,"Ryan",1052,True
5623,1,1,78,81,bb,44,Z,"Andrew",607,True
5623,1,1,79,24,bb,44,Z,"Stephen",812,True
5623,1,1,80,17,bb,44,Z,"Isaac",845,True
5623,1,1,81,31,bb,44,Z,"Jack",564,True
5623,1,1,82,5,bb,44,Z,"Simon",354,True
5623,1,1,83,23,bb,44,Z,"Michael",1153,True
5623,1,1,84,46,bb,44,Z,"Thomas",658,True
5623,1,1,85,86,bb,44,Z,"John",611,True
5623,1,1,86,91,bb,44,Z,"Alexander",722,True
5623,1,1,87,56,bb,44,Z,"Kelvin",1330,True
5623,1,1,88,58,bb,44,Z,"Timothy",752,True
5623,1,1,89,66,bb,44,Z,"Nicholas",1509,True
5623,1,1,90,44,bb,44,Z,"Liam",738,True
5623,1,1,91,79,bb,44,Z,"Adam",605,True
5623,1,1,92,19,bb,44,Z,"Gary",955,True
5623,1,1,93,45,bb,44,Z,"Christian",645,True
5623,1,1,94,71,bb,44,Z,"Brett",1111,True
5623,1,1,95,70,bb,44,Z,"Mike",848,True
5623,1,1,96,32,bb,44,Z,"Hector",686,True
5623,1,1,97,43,bb,44,Z,"Erik",693,True
5623,1,1,98,33,bb,44,Z,"Oliver",1213,True
5623,1,1,99,22,bb,44,Z,"Clark",1167,True
5623,1,1,100,98,e,2,2,"rec.bmp",2951,False
5623,1,1,101,99,e,2,2,"sex.bmp",1804,False
5623,1,1,103,100,e,-1,middle eastern,"Please indicate your race:",8022,True
5623,1,1,103,101,e,-1,28,"Please indicate your age:",2619,True
5623,1,1,104,102,e,-1,very less,"Please indicate how much exposure you have to children in a typical week in hours:",12778,True
5623,1,1,105,103,e,57,SPACE,"debrief.bmp",52141,True
