Subj,Cond,Block,Trial,Order,!Code,Resp,Name,Stim,RT,Correct,
8763,1,1,1,1,e,57,SPACE,Inst,19984,TRUE,
8763,1,1,2,74,gg,53,/,Erica,652,TRUE,
8763,1,1,3,43,gg,53,/,Paula,629,TRUE,
8763,1,1,4,82,gg,53,/,Sarah,547,TRUE,
8763,1,1,5,95,gg,53,/,Nicole,919,TRUE,
8763,1,1,6,44,gg,53,/,Cindy,699,TRUE,
8763,1,1,7,37,gg,53,/,Hailey,834,TRUE,
8763,1,1,8,96,gg,53,/,Emma,737,TRUE,
8763,1,1,9,33,gg,53,/,Rachel,668,TRUE,
8763,1,1,10,88,gg,53,/,Penny,585,TRUE,
8763,1,1,11,25,gg,53,/,Wendy,719,TRUE,
8763,1,1,12,30,gg,53,/,Eve,727,TRUE,
8763,1,1,13,68,gg,53,/,Victoria,580,TRUE,
8763,1,1,14,60,gg,53,/,Tiffany,672,TRUE,
8763,1,1,15,79,gg,53,/,Isabella,759,TRUE,
8763,1,1,16,3,gg,53,/,Christina,1155,TRUE,
8763,1,1,17,14,gg,53,/,Daniella,725,TRUE,
8763,1,1,18,11,gg,53,/,Rihanna,634,TRUE,
8763,1,1,19,12,gg,53,/,Elizabeth,648,TRUE,
8763,1,1,20,67,gg,53,/,Scarlett,747,TRUE,
8763,1,1,21,61,gg,53,/,Anna,740,TRUE,
8763,1,1,22,58,gg,53,/,Carmen,756,TRUE,
8763,1,1,23,8,gg,53,/,Grace,964,TRUE,
8763,1,1,24,85,gg,53,/,Lillian,540,TRUE,
8763,1,1,25,71,gg,53,/,Kaitlyn,630,TRUE,
8763,1,1,26,47,gb,44,Z,Charles,676,TRUE,
8763,1,1,27,29,gb,44,Z,Brett,751,TRUE,
8763,1,1,28,28,gb,44,Z,Josh,766,TRUE,
8763,1,1,29,90,gb,44,Z,Marc,720,TRUE,
8763,1,1,30,65,gb,44,Z,Erik,846,TRUE,
8763,1,1,31,40,gb,44,Z,Jack,674,TRUE,
8763,1,1,32,16,gb,44,Z,Liam,621,TRUE,
8763,1,1,33,64,gb,44,Z,Brian,716,TRUE,
8763,1,1,34,70,gb,44,Z,Hector,717,TRUE,
8763,1,1,35,51,gb,44,Z,Stephen,677,TRUE,
8763,1,1,36,31,gb,44,Z,Simon,562,TRUE,
8763,1,1,37,55,gb,44,Z,Edward,593,TRUE,
8763,1,1,38,32,gb,44,Z,John,764,TRUE,
8763,1,1,39,89,gb,44,Z,Timothy,593,TRUE,
8763,1,1,40,81,gb,44,Z,Paul,545,TRUE,
8763,1,1,41,83,gb,44,Z,Anthony,532,TRUE,
8763,1,1,42,20,gb,44,Z,Kelvin,1044,TRUE,
8763,1,1,43,49,gb,44,Z,Gabe,676,TRUE,
8763,1,1,44,38,gb,44,Z,Lucas,767,TRUE,
8763,1,1,45,86,gb,44,Z,Ethan,662,TRUE,
8763,1,1,46,94,gb,44,Z,Evan,651,TRUE,
8763,1,1,47,62,gb,44,Z,Nicholas,574,TRUE,
8763,1,1,48,27,gb,44,Z,Gary,848,TRUE,
8763,1,1,49,2,gb,44,Z,Cameron,2991,TRUE,
8763,1,1,52,19,bg,44,Z,Brianna,429,FALSE,
8763,1,1,53,75,bg,53,/,Alexandra,545,TRUE,
8763,1,1,54,80,bg,53,/,Samantha,552,TRUE,
8763,1,1,55,48,bg,53,/,Joy,921,TRUE,
8763,1,1,56,15,bg,53,/,Gabriella,664,TRUE,
8763,1,1,57,77,bg,53,/,Diana,549,TRUE,
8763,1,1,58,52,bg,53,/,Brittney,762,TRUE,
8763,1,1,59,10,bg,53,/,Amelia,1136,TRUE,
8763,1,1,60,4,bg,53,/,Michelle,1275,TRUE,
8763,1,1,61,66,bg,53,/,Heather,803,TRUE,
8763,1,1,62,24,bg,53,/,Alice,1008,TRUE,
8763,1,1,63,35,bg,53,/,Mia,862,TRUE,
8763,1,1,64,73,bg,53,/,Mary,588,TRUE,
8763,1,1,65,59,bg,53,/,Alyssa,668,TRUE,
8763,1,1,66,39,bg,53,/,Tamara,1160,TRUE,
8763,1,1,67,9,bg,53,/,Lucy,701,TRUE,
8763,1,1,68,97,bg,53,/,Stephanie,627,TRUE,
8763,1,1,69,50,bg,53,/,Layla,689,TRUE,
8763,1,1,70,34,bg,44,Z,Kaylee,633,FALSE,
8763,1,1,71,7,bg,53,/,Natalie,1464,TRUE,
8763,1,1,72,42,bg,53,/,Charlotte,798,TRUE,
8763,1,1,73,18,bg,53,/,Bella,515,TRUE,
8763,1,1,74,41,bg,53,/,Jill,982,TRUE,
8763,1,1,75,78,bg,53,/,Joanne,765,TRUE,
8763,1,1,76,84,bb,44,Z,Bobby,630,TRUE,
8763,1,1,77,46,bb,44,Z,Christian,1039,TRUE,
8763,1,1,78,69,bb,44,Z,William,1348,TRUE,
8763,1,1,79,6,bb,44,Z,Oliver,868,TRUE,
8763,1,1,80,5,bb,44,Z,Daniel,888,TRUE,
8763,1,1,81,54,bb,44,Z,David,844,TRUE,
8763,1,1,82,92,bb,44,Z,Carl,602,TRUE,
8763,1,1,83,63,bb,44,Z,Adam,638,TRUE,
8763,1,1,84,17,bb,44,Z,Isaac,795,TRUE,
8763,1,1,85,53,bb,44,Z,Thomas,554,TRUE,
8763,1,1,86,91,bb,44,Z,Ryan,585,TRUE,
8763,1,1,87,22,bb,44,Z,Samuel,819,TRUE,
8763,1,1,88,56,bb,44,Z,Kyle,738,TRUE,
8763,1,1,89,72,bb,44,Z,Lance,596,TRUE,
8763,1,1,90,36,bb,44,Z,Victor,619,TRUE,
8763,1,1,91,13,bb,44,Z,Michael,589,TRUE,
8763,1,1,92,26,bb,44,Z,Nathan,834,TRUE,
8763,1,1,93,93,bb,44,Z,Mike,545,TRUE,
8763,1,1,94,23,bb,44,Z,Richard,626,TRUE,
8763,1,1,95,57,bb,44,Z,Andrew,762,TRUE,
8763,1,1,96,21,bb,44,Z,Alexander,1546,TRUE,
8763,1,1,97,87,bb,44,Z,Clark,660,TRUE,
8763,1,1,98,45,bb,44,Z,Scott,583,TRUE,
8763,1,1,99,76,bb,44,Z,Arthur,547,TRUE,
8763,1,1,100,98,e,3,2,rec,6306,FALSE,
8763,1,1,101,99,e,2,1,sex,1634,TRUE,
8763,1,1,103,100,e,-1,South American,Please indicate your race:,10390,TRUE,
8763,1,1,103,101,e,-1,18,Please indicate your age:,4248,TRUE,
8763,1,1,104,102,e,-1,2,Please indicate how much exposure you have to children in a typical week in hours:,16154,TRUE,
